21639 82664.230  141.872  1.295  27.228  33.670  34.763  19.077  28.647  -0.000  24.617  0.000 
21640 82664.790  139.861  1.293  23.888  33.661  34.772  19.077  28.659  -0.000  24.602  -0.001 
21641 82665.350  138.004  1.293  20.471  33.670  34.763  19.070  28.653  0.001  24.602  0.000 
21642 82665.910  136.224  1.295  17.109  33.661  34.769  19.080  28.647  0.002  24.588  -0.001 
21643 82666.470  134.103  1.298  13.747  33.658  34.756  19.077  28.665  -0.000  24.617  -0.000 
21644 82667.030  133.432  1.299  10.363  33.664  34.772  19.080  28.656  0.002  24.447  0.000 
21645 82667.590  133.180  1.301  7.034  33.661  34.763  19.077  28.650  0.004  24.546  -0.001 
21646 82668.150  133.224  1.297  3.606  33.661  34.772  19.080  28.659  0.005  24.617  0.000 
21647 82668.710  133.421  1.295  0.277  33.664  34.769  19.077  28.647  -0.000  24.588  -0.001 
21648 82669.270  180.971  1.300  277.595  33.658  34.769  19.070  28.653  0.005  24.659  0.001 
21649 82669.830  180.971  1.311  353.554  33.661  34.763  19.077  28.647  0.000  24.617  0.000 
21650 82670.390  180.971  1.329  350.292  33.655  34.769  19.070  28.653  0.005  24.631  0.000 
21651 82670.950  180.971  1.333  346.908  33.661  34.763  19.070  28.650  -0.011  24.758  0.001 
21652 82671.510  180.971  1.321  343.557  33.661  34.772  19.086  28.659  0.000  24.617  -0.002 
21653 82672.070  180.971  1.308  340.240  33.658  34.775  19.073  28.650  0.005  24.617  0.000 
21654 82672.630  180.971  1.313  336.789  33.670  34.766  19.080  28.653  -0.000  24.631  0.000 
21655 82673.190  180.971  1.321  333.449  33.661  34.775  19.077  28.650  0.000  24.602  0.001 
21656 82673.750  180.971  1.329  330.076  33.670  34.766  19.077  28.653  0.000  24.617  0.000 
21657 82674.310  180.971  1.304  326.726  33.667  34.772  19.083  28.656  0.002  24.631  -0.001 
21658 82674.870  180.971  1.295  323.375  33.664  34.769  19.073  28.650  -0.001  24.645  0.001 
21659 82675.430  180.971  1.308  319.968  33.670  34.763  19.080  28.647  -0.000  24.631  -0.001 
21660 82675.990  180.971  1.378  316.618  33.664  34.769  19.073  28.656  0.001  24.631  -0.000 
21661 82676.550  180.971  1.359  313.245  33.673  34.772  19.083  28.653  0.000  24.631  0.000 
21662 82677.110  180.971  1.294  309.849  33.661  34.775  19.083  28.650  -0.010  24.645  0.000 
21663 82677.670  180.971  1.296  306.499  33.670  34.775  19.061  28.653  -0.010  24.631  0.001 
21664 82678.230  180.971  1.305  303.092  33.661  34.763  19.077  28.650  0.001  24.645  -0.001 
21665 82678.791  180.971  1.295  299.742  33.664  34.772  19.077  28.653  -0.018  24.631  0.000 
21666 82679.351  180.971  1.296  296.358  33.670  34.766  19.080  28.653  0.001  24.659  0.000 
21667 82679.911  180.971  1.292  292.985  33.664  34.772  19.077  28.650  0.000  24.631  -0.001 
21668 82680.471  180.971  1.294  289.634  33.661  34.769  19.086  28.650  0.000  24.687  0.001 
21669 82681.031  180.971  1.308  286.227  33.661  34.772  19.086  28.650  0.001  24.687  -0.000 
21670 82681.591  180.971  1.301  282.843  33.664  34.769  19.073  28.650  0.000  24.659  0.000 
21671 82682.151  180.971  1.299  279.481  33.670  34.763  19.083  28.647  -0.016  24.645  0.000 
21672 82682.711  180.971  1.300  276.075  33.658  34.787  19.080  28.653  -0.001  24.645  -0.001 
21673 82683.271  180.971  1.319  272.735  33.661  34.769  19.077  28.650  0.004  24.673  0.001 
21674 82683.831  180.971  1.318  269.340  33.667  34.763  19.086  28.647  -0.001  24.673  -0.006 
21675 82684.391  180.971  1.315  265.967  33.667  34.769  19.083  28.653  0.000  24.645  0.000 
21676 82684.951  180.971  1.298  262.628  33.670  34.766  19.080  28.653  0.005  24.659  0.000 
21677 82685.511  180.971  1.298  259.243  33.670  34.775  19.077  28.653  -0.001  24.673  -0.000 
21678 82686.071  180.971  1.296  255.915  33.670  34.772  19.067  28.659  0.000  24.701  0.000 
21679 82686.631  180.971  1.304  252.531  33.667  34.763  19.086  28.647  -0.014  24.687  -0.001 
21680 82687.191  180.971  1.307  249.158  33.667  34.772  19.083  28.668  0.005  24.730  0.000 
21681 82687.751  180.971  1.309  245.807  33.670  34.763  19.077  28.647  0.000  24.687  0.001 
21682 82688.311  180.971  1.315  242.423  33.667  34.772  19.080  28.656  0.000  24.687  0.000 
21683 82688.871  180.971  1.291  239.028  33.667  34.763  19.086  28.653  -0.000  24.730  0.001 
21684 82689.431  180.971  1.305  235.666  33.670  34.769  19.083  28.650  0.002  24.673  -0.001 
21685 82689.991  180.971  1.306  232.260  33.664  34.775  19.083  28.653  0.001  24.687  0.000 
21686 82690.551  180.971  1.313  228.942  33.670  34.766  19.073  28.653  0.005  24.730  0.000 
21687 82691.111  180.971  1.313  225.547  33.670  34.775  19.073  28.656  0.001  24.687  -0.002 
21688 82691.671  180.971  1.305  222.163  33.673  34.763  19.080  28.647  0.001  24.645  -0.000 
21689 82692.231  180.971  1.298  218.834  33.670  34.769  19.089  28.644  0.000  24.687  -0.001 
21690 82692.791  180.971  1.302  215.428  33.670  34.766  19.086  28.662  0.004  24.659  0.000 
21691 82693.351  180.971  1.326  212.055  33.670  34.766  19.077  28.650  0.001  24.730  -0.000 
21692 82693.911  180.971  1.295  208.748  33.667  34.778  19.086  28.656  0.005  24.701  0.000 
21693 82694.471  180.971  1.291  205.298  33.670  34.766  19.080  28.653  0.006  24.687  0.000 
