99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_05_30	21562648	30	 5	1999
99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
