99_05_31	00302682	31	 5	1999
99_05_31	03042713	31	 5	1999
99_05_31	05382745	31	 5	1999
99_05_31	08122776	31	 5	1999
99_05_31	10462807	31	 5	1999
99_05_31	13202839	31	 5	1999
99_06_01	20292910	 1	 6	1999
99_06_01	23032944	 1	 6	1999
99_06_02	01372975	 2	 6	1999
99_06_02	04113007	 2	 6	1999
99_06_02	06453038	 2	 6	1999
99_06_02	09193069	 2	 6	1999
99_06_02	11533100	 2	 6	1999
99_06_02	14273132	 2	 6	1999
99_06_02	23390644	 2	 6	1999
99_06_03	02130676	 3	 6	1999
99_06_03	04470707	 3	 6	1999
99_06_03	07210736	 3	 6	1999
99_06_03	09550768	 3	 6	1999
99_06_03	12290799	 3	 6	1999
99_06_03	15030831	 3	 6	1999
99_06_03	23175126	 3	 6	1999
99_06_04	01505618	 4	 6	1999
99_06_04	04245550	 4	 6	1999
99_06_04	06585681	 4	 6	1999
99_06_04	09325713	 4	 6	1999
99_06_04	12065744	 4	 6	1999
99_06_04	14405776	 4	 6	1999
99_06_04	19522935	 4	 6	1999
99_06_04	22301923	 4	 6	1999
99_06_05	01032416	 5	 6	1999
99_06_05	03372448	 5	 6	1999
99_06_05	06112481	 5	 6	1999
99_06_05	08452513	 5	 6	1999
99_06_05	11192541	 5	 6	1999
99_06_05	13532573	 5	 6	1999
99_06_05	20001632	 5	 6	1999
99_06_05	22341661	 5	 6	1999
99_06_06	01081696	 6	 6	1999
99_06_06	03421725	 6	 6	1999
99_06_06	06220648	 6	 6	1999
99_06_06	08551137	 6	 6	1999
99_06_06	11291167	 6	 6	1999
99_06_06	14031210	 6	 6	1999
99_06_09	01483327	 9	 6	1999
99_06_09	04223359	 9	 6	1999
99_06_09	06563390	 9	 6	1999
99_06_09	09303423	 9	 6	1999
99_06_09	12043454	 9	 6	1999
99_06_09	14383486	 9	 6	1999
99_06_09	17123520	 9	 6	1999
99_06_09	19463554	 9	 6	1999
99_06_09	22203586	 9	 6	1999
99_06_10	00543618	10	 6	1999
99_06_10	03283550	10	 6	1999
99_06_10	06023682	10	 6	1999
99_06_10	08363713	10	 6	1999
99_06_10	11103745	10	 6	1999
99_06_10	13443778	10	 6	1999
99_06_10	23291903	10	 6	1999
99_06_11	02031947	11	 6	1999
99_06_11	04371979	11	 6	1999
99_06_11	21134491	11	 6	1999
99_06_11	23474526	11	 6	1999
99_06_12	02214558	12	 6	1999
99_06_12	04554590	12	 6	1999
99_06_12	07294622	12	 6	1999
99_06_12	10034654	12	 6	1999
99_06_12	12374686	12	 6	1999
99_06_12	15114719	12	 6	1999
99_06_12	17454752	12	 6	1999
99_06_12	20194786	12	 6	1999
99_06_12	22534818	12	 6	1999
99_06_16	13452902	16	 6	1999
99_06_16	23585131	16	 6	1999
99_06_17	02360649	17	 6	1999
99_06_17	05091139	17	 6	1999
99_06_17	07431171	17	 6	1999
99_06_17	10171202	17	 6	1999
99_06_17	12511233	17	 6	1999
