file	init	last	diff	count
0	41231.0	57730.0	16500.0	16500
1	41231.0	74230.0	33000.0	330002	41231.0	90730.0	49500.0	495003	41231.0	107230.0	66000.0	660004	41231.0	123730.0	82500.0	825005	41231.0	138673.0	97443.0	97443
