file	init	last	diff	count
0	9493.0	25992.0	16500	16500
1	25993.0	42858.0	16866	165002	42859.0	59358.0	16500	165003	59359.0	75858.0	16500	165004	75859.0	92652.0	16794	165005	92653.0	109442.0	16790	165006	109443.0	125942.0	16500	165007	125943.0	131782.0	5840	4975
