file	init	last	diff	count
0	2985.0	19484.0	16500.0	16500
1	19485.0	35984.0	16500.0	165002	35985.0	52484.0	16500.0	165003	52485.0	68984.0	16500.0	165004	68985.0	85484.0	16500.0	165005	85485.0	101984.0	16500.0	165006	101985.0	114141.0	12157.0	12157
