  24481 85665.22  165.04  1.274414 138.314967 33.8959 34.8969 18.9636 29.2877   .000  27.5267   .000
  24482 85665.78  164.36  1.274109 134.930877 33.8837 34.8907 18.9667 29.2847   .000  27.4984  -.001
  24483 85666.34  163.42  1.272888 131.580073 33.8867 34.8907 18.9667 29.2877   .002  27.4984   .000
  24484 85666.90  162.52  1.274414 128.218174 33.8989 34.8938 18.9728 29.2938   .005  27.5126   .000
  24485 85667.46  161.67  1.276550 124.856275 33.8837 34.8999 18.9636 29.2969   .000  27.4843   .000
  24486 85668.02  161.25  1.276855 121.494376 33.8928 34.8907 18.9697 29.2847   .000  27.5267   .001
  24487 85668.58  161.11  1.277771 118.088095 33.8898 34.9030 18.9636 29.2877   .000  27.4560   .000
  24488 85669.14  160.82  1.277771 114.737291 33.8867 34.9060 18.9667 29.2969   .005  27.4702   .000
  24489 85669.70  160.22  1.278992 111.342106 33.8898 34.9030 18.9667 29.2816   .000  27.4702  -.002
  24490 85670.26  160.20  1.278687 108.002398 33.8928 34.9091 18.9636 29.2847   .001  27.4137  -.001
  24491 85670.82  160.25  1.278992 104.651594 33.8837 34.9030 18.9575 29.2877   .000  27.5408   .002
  24492 85671.38  160.22  1.280823 101.234218 33.8867 34.9060 18.9728 29.2847   .001  27.4843  -.001
  24493 85671.94  159.97  1.282959  97.883414 33.8898 34.9121 18.9606 29.2938   .000  27.4702  -.001
  24494 85672.50  159.63  1.285706  94.499324 33.8898 34.9060 18.9606 29.2938   .000  27.5126   .001
  24495 85673.06  159.80  1.284790  91.126329 33.8867 34.9152 18.9728 29.2877   .000  27.4702  -.001
  24496 85673.62  159.50  1.288147  87.797716 33.8837 34.9121 18.9606 29.2969   .000  27.4984   .000
  24497 85674.18  159.66  1.289673  84.369245 33.8959 34.9152 18.9667 29.2877   .005  27.4843   .000
  24498 85674.74  159.10  1.289368  81.040632 33.8837 34.9121 18.9606 29.2847   .001  27.4560  -.001
  24499 85675.30  159.02  1.289978  77.678733 33.8806 34.9182 18.9575 29.2969   .000  27.4843   .001
  24500 85675.86  158.66  1.286621  74.294643 33.8959 34.9182 18.9667 29.2908   .000  27.5126   .000
  24501 85676.42  157.95  1.287231  70.966030 33.8928 34.9182 18.9667 29.2908  -.019  27.5126  -.001
  24502 85676.98  157.44  1.287231  67.581940 33.8928 34.9213 18.9697 29.2969   .000  27.4843   .001
  24503 85677.54  156.87  1.286316  64.208945 33.8867 34.9182 18.9728 29.2877   .004  27.5267   .000
  24504 85678.10  156.08  1.287537  60.813760 33.8837 34.9243 18.9575 29.2969  -.001  27.4560   .000
  24505 85678.66  155.64  1.288757  57.462956 33.8867 34.9213 18.9697 29.2877   .005  27.5267   .000
  24506 85679.22  155.37  1.284485  54.067771 33.8867 34.9243 18.9697 29.2877   .000  27.5126  -.007
  24507 85679.78  154.76  1.283264  50.683681 33.8867 34.9243 18.9636 29.2938  -.001  27.5267   .002
  24508 85680.34  153.98  1.283875  47.332877 33.8867 34.9213 18.9636 29.2847   .001  27.7245   .000
  24509 85680.90  153.09  1.284485  43.948787 33.8867 34.9243 18.9728 29.2908   .001  27.4560  6.948
  24510 85681.46  151.73  2.099609  40.586888 33.8898 34.9335 18.9575 29.3060   .002  27.4843  6.949
  24511 85682.02  150.27  2.100525  37.202798 33.8898 34.9243 18.9545 29.2938   .000  27.5267  6.950
  24512 85682.58  148.48  2.101440  33.818708 33.8928 34.9304 18.9697 29.2908   .000  27.4984  6.947
  24513 85683.14  146.50  2.100830  30.479000 33.8898 34.9274 18.9575 29.2877  -.001  27.4702   .000
  24514 85683.70  144.39  1.284180  27.072719 33.8898 34.9213 18.9575 29.2816   .000  27.5408   .000
  24515 85684.26  142.70  1.278992  23.721916 33.8837 34.9243 18.9575 29.2938   .000  27.4702  -.001
  24516 85684.82  140.94  1.278992  20.371112 33.8898 34.9152 18.9606 29.2877   .000  27.4984   .000
  24517 85685.38  139.01  1.282654  16.920450 33.8837 34.9182 18.9575 29.2908   .000  27.4984   .000
  24518 85685.94  136.98  1.283569  13.669504 33.8867 34.9213 18.9606 29.2847   .000  27.4843   .000
  24519 85686.50  136.15  1.285400  10.241033 33.8928 34.9121 18.9697 29.2877   .000  27.4560   .001
  24520 85687.06  136.07  1.286316   6.856943 33.8806 34.9243 18.9606 29.2877   .000  27.4560  -.001
