        filename       filetime  filespan frametime framespan N_frames    dtime
  1 99_05_1920284829   73728.29      0.00  73728.29   9240.33   16500   0.000000
  2 99_05_1923070902   83229.03   9500.74  83229.03   9500.74   16965  -0.001950
  3 99_05_2001401392    6013.92   9184.89   6013.92   9240.33   16500   0.002520
  4 99_05_2004141424   15254.24   9240.32  15254.25   9240.33   16500  -0.007070
  5 99_05_2006515466   24714.67   9460.43  24714.67   9460.42   16893  -0.000836
  6 99_05_2009283740   34117.40   9402.74  34117.40   9458.18   16889  -0.001364
  7 99_05_2012014226   43302.26   9184.86  43302.29   9240.33   16500  -0.029062
  8 99_05_2014444247   53082.48   9780.22  53082.48   3325.96    5939   0.001717
  1 99_05_1920284829   73728.29      0.00  73728.29   9240.33   16500  -0.004506
  2 99_05_1923070902   83229.02   9500.74  83229.02   9500.74   16965   0.001357
  3 99_05_2001401392    6013.92   9184.90   6013.91   9240.33   16500   0.007402
  4 99_05_2004141424   15254.24   9240.32  15254.24   9240.33   16500  -0.003164
  5 99_05_2006515466   24714.66   9460.42  24714.66   9460.42   16893   0.000518
  6 99_05_2009283739   34117.40   9402.74  34117.39   9458.18   16889   0.001943
  7 99_05_2012014226   43302.26   9184.86  43302.29   9240.33   16500  -0.025156
  8 99_05_2014444247   53082.47   9780.21  53082.47   3325.96    5939   0.001118
  1 99_05_1920284829   73728.28      0.00  73728.29   9240.33   16500  -0.007067
  2 99_05_1923070902   83229.02   9500.74  83229.02   9500.74   16965  -0.001204
  3 99_05_2001401392    6013.92   9184.90   6013.91   9240.33   16500   0.009844
  4 99_05_2004141424   15254.24   9240.32  15254.24   9240.33   16500  -0.000234
  5 99_05_2006515465   24714.66   9460.42  24714.66   9460.42   16893  -0.000090
  6 99_05_2009283739   34117.39   9402.74  34117.39   9458.18   16889  -0.000618
  7 99_05_2012014226   43302.26   9184.87  43302.28   9240.33   16500  -0.021250
  8 99_05_2014444247   53082.47   9780.21  53082.47   3325.96    5939  -0.001443
