        filename       filetime  filespan frametime framespan N_frames    dtime
  1 99_05_2802564794   10607.94      0.00  10607.94   9240.33   16500   0.000000
  2 99_05_2805304827   19848.27   9240.33  19848.27   9240.33   16500   0.000469
  3 99_05_2809131242   33192.43  13344.16  33192.43  13344.16   23828   0.000779
  4 99_05_2811461730   42377.30   9184.87  42377.32   9240.33   16500  -0.016406
  5 99_05_2814231125   51791.25   9413.95  51791.25   9413.94   16810   0.000780
  6 99_05_2816561612   60976.12   9184.87  60976.14   9240.33   16500  -0.020625
  7 99_05_2819301645   70216.45   9240.33  70216.47   9240.33   16500  -0.018750
  8 99_05_2822041678   79456.78   9240.33  79456.80   9240.33   16500  -0.016875
  9 99_05_2900381710    2297.10   9240.32   2297.13   9240.33   16500  -0.028906
 10 99_05_2903121742   11537.42   9240.32  11537.46   9240.33   16500  -0.038984
 11 99_05_2905461773   20777.74   9240.32  20777.79   9240.33   16500  -0.049062
 12 99_05_2908201802   30018.02   9240.28  30018.12   9240.33   16500  -0.099141
 13 99_05_2910541835   39258.35   9240.33  39258.45   9240.33   16500  -0.099219
 14 99_05_2913281867   48498.67   9240.32  48498.78   9240.33   16500  -0.107344
 15 99_05_2916021900   57739.00   9240.33  57739.11   4687.37    8370  -0.109375
  1 99_05_2802564794   10607.90      0.00  10607.94   9240.33   16500  -0.040177
  2 99_05_2805304827   19848.27   9240.37  19848.23   9240.33   16500   0.039531
  3 99_05_2809131238   33192.39  13344.12  33192.39  13344.16   23828  -0.000336
  4 99_05_2811461730   42377.30   9184.91  42377.27   9240.33   16500   0.026563
  5 99_05_2814231121   51791.21   9413.91  51791.21   9413.94   16810  -0.000335
  6 99_05_2816561612   60976.12   9184.91  60976.10   9240.33   16500   0.022344
  7 99_05_2819301645   70216.45   9240.33  70216.43   9240.33   16500   0.020312
  8 99_05_2822041678   79456.78   9240.33  79456.76   9240.33   16500   0.022187
  9 99_05_2900381710    2297.10   9240.32   2297.09   9240.33   16500   0.011377
 10 99_05_2903121742   11537.42   9240.32  11537.42   9240.33   16500   0.001055
 11 99_05_2905461773   20777.74   9240.32  20777.75   9240.33   16500  -0.008047
 12 99_05_2908201802   30018.02   9240.28  30018.08   9240.33   16500  -0.058125
 13 99_05_2910541835   39258.35   9240.33  39258.41   9240.33   16500  -0.060156
 14 99_05_2913281867   48498.67   9240.32  48498.74   9240.33   16500  -0.068281
 15 99_05_2916021900   57739.00   9240.33  57739.07   4687.37    8370  -0.070312
  1 99_05_2802564794   10607.89      0.00  10607.94   9240.33   16500  -0.051004
  2 99_05_2805304827   19848.27   9240.38  19848.22   9240.33   16500   0.051250
  3 99_05_2809131237   33192.38  13344.11  33192.38  13344.16   23828   0.000556
