   offset   mdtime  sdtime  iteration
  0.00000 -0.04018 0.04229  1
 -0.04018 -0.01083 0.03810  2
 -0.05100 -0.00245 0.03956  3
 -0.05345 -0.00088 0.03967  4
 -0.05433 -0.00002 0.03964  5
 -0.05435 -0.00002 0.03964  6
