  49635 25318.78 128.379095  60.97   4.1045  1.2910 300.018557 -14.186955 -0.002  27.3572 132.8291  4.9916 307.8271
  49636 25319.34 124.995005  60.97   3.3842  1.2769 300.017384 -14.185086  0.000  27.4560 133.0797  4.9916 307.8210
  49637 25319.90 121.588724  60.97   3.0806  1.2709 300.016216 -14.183226 -0.001  27.3713 133.2033  4.9916 307.8363
  49638 25320.46 118.260111  60.97   3.3617  1.2764 300.015048 -14.181365  0.000  27.4137 133.1980  4.9916 307.8271
  49639 25321.02 114.876021  60.97   3.6979  1.2830 300.013874 -14.179496 -0.001  27.4137 133.0651  4.9916 307.8241
  49640 25321.58 111.491931  60.97   3.8613  1.2862 300.012707 -14.177636  0.000  27.3854 132.8047  4.9916 307.8302
  49641 25322.14 108.130032  60.97   3.5870  1.2808 300.011533 -14.175767 -0.002  27.3995 132.4223  4.9916 307.8332
  49642 25322.70 104.723752  60.97   2.6964  1.2634 300.010365 -14.173907  0.001  27.3572 131.9128  4.9916 307.8271
  49643 25323.26 101.384043  60.97   3.1649  1.2726 300.009192 -14.172038  0.000  27.4702 131.2983  4.9916 307.8302
  49644 25323.82  97.999953  60.97   3.4968  1.2791 300.008025 -14.170177 -0.001  27.3995 130.5650  4.9916 307.8241
  49645 25324.38  94.626959  60.97   3.7220  1.2835 300.006852 -14.168308  0.000  27.4419 129.7292  4.9916 307.8302
  49646 25324.94  91.253964  60.97   3.1830  1.2729 300.005684 -14.166448 -0.001  27.3713 128.7951  4.9916 307.8210
  49647 25325.50  87.858779  60.97   3.1649  1.2726 300.004511 -14.164579  0.000  27.4560 127.7624  4.9916 307.8302
  49648 25326.06  84.585643  60.97   2.9328  1.2680 300.003343 -14.162718 -0.002  27.3995 126.6857  4.9916 307.8302
  49649 25326.62  81.168267  60.97   3.0875  1.2710 300.002176 -14.160858  0.002  27.3995 125.4835  4.9916 307.8302
  49650 25327.18  77.761986  60.97   3.0172  1.2697 300.001003 -14.158989 -0.003  27.3289 124.2129  4.9916 307.8241
  49651 25327.74  74.433373  60.97   3.0523  1.2704 299.999830 -14.157120  0.001  27.4843 122.9083  4.9916 307.8271
  49652 25328.30  71.049283  60.97   3.0172  1.2697 299.998663 -14.155259 -0.001  27.3430 121.5248  4.9916 307.8241
  49653 25328.86  67.742861  60.97   3.1409  1.2721 299.997496 -14.153398  0.001  27.4702 120.1236  4.9916 307.8241
  49654 25329.42  64.303294  60.97   3.1985  1.2732 299.996323 -14.151529 -0.002  27.3995 118.6205  4.9916 307.8210
  49655 25329.98  60.930299  60.97   3.1521  1.2723 299.995150 -14.149660  0.000  27.3995 117.1073  4.9916 307.8210
  49656 25330.54  57.590591  60.97   3.0860  1.2710 299.993983 -14.147799 -0.001  27.3289 115.5764  4.9916 307.8180
  49657 25331.10  54.162120  60.97   3.0017  1.2694 299.992816 -14.145939  0.001  27.4278 113.9767  4.9916 307.8241
  49658 25331.66  50.844602  60.97   2.7781  1.2650 299.991644 -14.144069  0.000  27.4419 112.4067  4.9916 307.8302
  49659 25332.22  47.416130  60.97   3.0368  1.2700 299.990471 -14.142200  0.002  27.4278 110.7665  4.9916 307.8271
  49660 25332.78  44.043136  60.97   2.8934  1.2672 299.989304 -14.140339  0.000  27.3713 109.1402  4.9916 307.8241
  49661 25333.34  40.681237  60.97   2.8821  1.2670 299.988137 -14.138478  0.000  27.4560 107.5113  4.9916 307.8271
  49662 25333.90  37.330433  60.97   3.1100  1.2715 299.986965 -14.136609  0.000  27.3995 105.8844  4.9916 307.8241
  49663 25334.46  33.968534  60.97   3.0368  1.2700 299.985793 -14.134740 -0.003  27.4278 104.2529  4.9916 307.8271
  49664 25335.02  30.551158  60.97   3.0945  1.2712 299.984626 -14.132879  0.006  27.4702 102.5998  4.9916 307.8241
  49665 25335.58  27.255831  60.97   3.1072  1.2714 299.983459 -14.131018 -0.002  27.3995 101.0148  4.9916 307.8332
  49666 25336.14  23.860646  60.97   3.1564  1.2724 299.982287 -14.129148  0.000  27.4278  99.3951  4.9916 307.8241
  49667 25336.70  20.476556  60.97   3.1916  1.2731 299.981115 -14.127279  0.000  27.3713  97.7984  4.9916 307.8271
  49668 25337.26  17.114657  60.97   3.2252  1.2737 299.979949 -14.125418  0.000  27.4278  96.2335  4.9916 307.8180
  49669 25337.82  13.763853  60.97   3.2999  1.2752 299.978782 -14.123557 -0.001  27.3713  94.6990  4.9916 307.8271
  49670 25338.38  10.390858  60.97   3.3111  1.2754 299.977610 -14.121688 -0.001  27.4278  93.1838  4.9916 307.8241
  49671 25338.94   6.962387  60.97   3.3490  1.2762 299.976444 -14.119827  0.000  27.4560  91.6781  4.9916 307.8180
  49672 25339.50   3.633774  60.97   3.4194  1.2776 299.975272 -14.117957 -0.001  27.4137  90.2533  4.9916 307.8241
  49673 25340.06   0.249684  60.97   3.4391  1.2779 299.974106 -14.116096 -0.001  27.4560  88.8463  4.9916 307.8271
  49674 25340.62 356.876689  60.97   3.4728  1.2786 299.972934 -14.114226  0.001  27.3713  87.4896  4.9916 307.8180
  49675 25341.18 353.525885  60.97   3.4744  1.2786 299.971768 -14.112365 -0.005  27.3572  86.1910  4.9916 307.8302
  49676 25341.74 350.108509  60.97   3.5629  1.2804 299.970596 -14.110495  0.000  27.4278  84.9212  4.9916 307.8271
  49677 25342.30 346.779896  60.97   3.6120  1.2813 299.969430 -14.108634  0.000  27.3572  83.7413  4.9916 307.8180
  49678 25342.86 343.406902  60.97   3.7289  1.2836 299.968258 -14.106765  0.002  27.3995  82.6070  4.9916 307.8241
  49679 25343.42 340.033907  60.97   3.7598  1.2842 299.967092 -14.104903 -0.002  27.3289  81.5383  4.9916 307.8241
  49680 25343.98 336.649817  60.97   3.6403  1.2819 299.965926 -14.103042  0.001  27.4419  80.5359  4.9916 307.8271
  49681 25344.54 333.243537  60.97   3.4882  1.2789 299.964755 -14.101172 -0.001  27.4137  79.6014  4.9916 307.8180
  49682 25345.10 329.914924  60.97   3.4659  1.2785 299.963584 -14.099303  0.000  27.3995  78.7638  4.9916 307.8241
  49683 25345.66 326.508643  60.97   3.4280  1.2777 299.962418 -14.097441 -0.001  27.3854  77.9876  4.9916 307.8302
  49684 25346.22 323.168935  60.97   3.3927  1.2770 299.961252 -14.095580  0.002  27.4419  77.3091  4.9916 307.8271
  49685 25346.78 319.795940  60.97   3.3927  1.2770 299.960081 -14.093710  0.000  27.3572  76.7098  4.9916 307.8271
  49686 25347.34 316.422946  60.97   3.4632  1.2784 299.958909 -14.091840 -0.001  27.3854  76.1994  4.9916 307.8332
  49687 25347.90 313.027760  60.97   3.3970  1.2771 299.957744 -14.089979  0.000  27.4984  75.7779  4.9916 307.8302
  49688 25348.46 309.654766  60.97   3.4701  1.2786 299.956578 -14.088118  0.000  27.4702  75.4527  4.9916 307.8271
  49689 25349.02 306.348343  60.97   3.3927  1.2770 299.955407 -14.086248 -0.001  27.4278  75.2258  4.9916 307.8271
  49690 25349.58 302.942063  60.97   3.4985  1.2791 299.954236 -14.084378 -0.001  27.3995  75.0883  4.9916 307.8363
  49691 25350.14 299.569068  60.97   3.5123  1.2794 299.953071 -14.082516  0.001  27.4702  75.0491  4.9916 307.8241
  49692 25350.70 296.229360  60.97   3.4520  1.2782 299.951905 -14.080655  0.000  27.4137  75.1055  4.9916 307.8363
  49693 25351.26 292.811984  60.97   3.4434  1.2780 299.950734 -14.078785  0.001  27.4278  75.2611  4.9916 307.8302
