    1   -6.016507    0.000186    2.707272  359.367762  356.028252    3.339510
    2   -6.016595    0.000176    2.352220  359.012710  355.673200    3.339510
    3   -6.016976    0.000186    1.974977  358.469135  354.963294    3.505841
    4   -6.017166    0.000195    1.508971  358.125179  354.741386    3.383792
    5   -6.017057    0.000194    1.198301  357.803413  354.408525    3.394888
    6   -6.016468    0.000189    0.832153  357.459456  354.086759    3.372697
    7   -6.016956    0.000199    0.432720  357.060023  353.687326    3.372697
    8   -6.017191    0.000179    0.033286  356.660589  353.287892    3.372697
    9   -6.015999    0.000177    2.962466  359.626654  356.290843    3.335812
   10   -6.017821    0.000189    2.540841  359.205029  355.869218    3.335812
   11   -6.018139    0.000164    2.074835  358.735325  355.395815    3.339510
   12   -6.017323    0.000169    1.719783  358.291609  354.863436    3.428174
   13   -6.016644    0.000182    1.342541  357.942106  354.541670    3.400435
   14   -6.016591    0.000234    0.876535  357.514933  354.153331    3.361602
   15   -6.016834    0.000170    0.510387  357.154333  353.798279    3.356054
   16   -6.017346    0.000180    0.155335  356.793734  353.432132    3.361601
   17   -6.017735    0.000182    3.095610  359.741306  356.387002    3.354304
   18   -6.017220    0.000160    2.673986  359.334476  355.994966    3.339510
   19   -6.016894    0.000159    2.374411  359.027504  355.680597    3.346907
   20   -6.016299    0.000174    2.019359  358.513517  355.007675    3.505842
   21   -6.016237    0.000193    1.686497  358.269419  354.852340    3.417079
   22   -6.016757    0.000183    1.353636  357.964296  354.574956    3.389340
   23   -6.015683    0.000185    0.954202  357.587053  354.219904    3.367149
   24   -6.016793    0.000167    0.576960  357.215358  353.853756    3.361602
   25   -6.016714    0.000161    0.277384  356.910235  353.543086    3.367149
   26   -6.016746    0.000152    3.273136  359.915134  356.557131    3.358002
   27   -6.016814    0.000163    2.862607  359.519399  356.176190    3.343208
   28   -6.015321    0.000179    2.518651  359.175442  355.832234    3.343209
   29   -6.016818    0.000166    2.152503  358.809294  355.466086    3.343209
   30   -6.016624    0.000182    1.741974  358.313800  354.885626    3.428174
   31   -6.017362    0.000168    1.364731  357.997582  354.630433    3.367149
   32   -6.016753    0.000163    1.031870  357.670269  354.308667    3.361602
   33   -6.016758    0.000154    0.654627  357.304121  353.953615    3.350506
   34   -6.016892    0.000160    0.343957  356.971260  353.598563    3.372697
   35   -6.014639    0.001685    2.895893  358.091892  353.287892    4.804001
   36   -6.017386    0.000168    2.906989  359.545288  356.183587    3.361701
   37   -6.016083    0.000171    2.563032  359.201331  355.839630    3.361701
   38   -6.017025    0.000185    2.152503  358.805596  355.458689    3.346907
   39   -6.017621    0.000178    1.719783  358.308252  354.896722    3.411530
   40   -6.017475    0.000158    1.342541  357.947653  354.552765    3.394888
   41   -6.017360    0.000172    0.920916  357.548219  354.175522    3.372697
   42   -6.015999    0.000223    0.532578  357.176524  353.820470    3.356054
   43   -6.017216    0.000173    0.166431  356.804829  353.443227    3.361602
   44   -6.016744    0.000184    3.139992  359.781990  356.423987    3.358002
   45   -6.016658    0.000152    2.796035  359.467620  356.139206    3.328415
   46   -6.017098    0.000191    2.463174  359.105172  355.747169    3.358002
   47   -6.017121    0.000181    2.030454  358.513517  354.996580    3.516937
   48   -6.017410    0.000162    1.686497  358.263871  354.841245    3.422626
   49   -6.017088    0.000168    1.320350  357.914367  354.508383    3.405984
   50   -6.016555    0.000174    0.920916  357.542671  354.164427    3.378244
   51   -6.015468    0.000179    0.588055  357.243096  353.898138    3.344958
   52   -6.016823    0.000187    0.233003  356.876949  353.520895    3.356054
   53   -6.016720    0.000179    3.250945  359.907737  356.564528    3.343208
   54   -6.016945    0.000171    2.884798  359.567479  356.250159    3.317319
   55   -6.017045    0.000176    2.563032  359.219823  355.876615    3.343209
   56   -6.014977    0.000220    2.241266  358.883264  355.525261    3.358002
   57   -6.016523    0.000189    1.864023  358.397016  354.930008    3.467007
   58   -6.016634    0.000183    1.475685  358.086345  354.697005    3.389340
   59   -6.016365    0.000194    1.131728  357.764579  354.397430    3.367149
   60   -6.016244    0.000174    0.798867  357.431717  354.064568    3.367149
   61   -6.015949    0.000206    0.421624  357.054475  353.687326    3.367149
   62   -6.016728    0.000170    0.044382  356.710519  353.376655    3.333863
   63   -6.016582    0.000192    3.117801  359.770894  356.423987    3.346907
   64   -6.016380    0.000191    2.707272  359.371460  356.035649    3.335812
   65   -6.015391    0.000159    2.374411  359.031202  355.687994    3.343209
   66   -6.016077    0.000189    2.085931  358.546803  355.007675    3.539128
   67   -6.016352    0.000187    1.653211  358.225037  354.796863    3.428174
   68   -6.016520    0.000184    1.309254  357.919914  354.530574    3.389340
   69   -6.016687    0.000187    0.943107  357.575957  354.208808    3.367150
   70   -6.015189    0.000226    0.610246  357.237549  353.864852    3.372697
   71   -6.016958    0.000178    0.266289  356.899139  353.531990    3.367149
   72   -6.016658    0.000182    3.250945  359.889244  356.527543    3.361701
   73   -6.016962    0.000178    2.884798  359.537891  356.190984    3.346907
   74   -6.016673    0.000173    2.551937  359.201331  355.850726    3.350606
   75   -6.015862    0.000207    2.174694  358.861073  355.547452    3.313621
   76   -6.016460    0.000167    1.875119  358.430302  354.985485    3.444817
   77   -6.016290    0.000196    1.575544  358.147370  354.719196    3.428174
   78   -6.015838    0.000176    1.231587  357.864438  354.497288    3.367149
   79   -6.014721    0.000181    0.920916  357.564862  354.208808    3.356054
   80   -6.015479    0.000187    0.665723  357.293026  353.920329    3.372697
   81   -6.015857    0.000165    0.366147  357.004546  353.642944    3.361602
   82   -6.016321    0.000163    0.011095  356.649494  353.287892    3.361602
