125943 -2729.537480  131.168544  1.211548  21.391886  37.561035  37.625122  27.789307  35.632324  0.000305  251.503720  -0.000916 
125944 -2728.977460  129.509183  1.212769  18.007796  37.557983  37.609863  27.777100  35.638428  -0.000305  251.546100  0.000610 
125945 -2728.417440  127.410257  1.211853  14.645897  37.557983  37.615967  27.795410  35.635376  -0.000305  251.560226  -0.001831 
125946 -2727.857420  126.179474  1.221313  11.295093  37.554932  37.631226  27.792358  35.635376  -0.000305  251.517847  -0.000610 
125947 -2727.297400  126.113539  1.222229  7.944289  37.554932  37.619019  27.798462  35.629272  -0.000305  251.546100  0.000610 
125948 -2726.737380  126.443213  1.217346  4.593486  37.551880  37.625122  27.789307  35.638428  0.000000  251.644986  0.000610 
125949 -2726.177360  127.190475  1.214294  1.142824  37.557983  37.622070  27.792358  35.635376  -0.000305  251.673239  6.950378 
125950 -2725.617340  180.520773  2.151794  198.917907  37.557983  37.628174  27.798462  35.638428  0.000000  251.743872  6.951599 
125951 -2725.057320  180.971328  2.165833  354.452893  37.557983  37.622070  27.795410  35.635376  0.000000  251.757999  6.950989 
125952 -2724.497300  180.971328  2.185059  351.246329  37.564087  37.625122  27.804565  35.632324  0.000000  251.687366  6.951904 
125953 -2723.937280  180.971328  2.197876  347.917716  37.567139  37.631226  27.804565  35.629272  0.000000  251.687366  -0.000305 
125954 -2723.377260  180.971328  1.260071  344.544722  37.561035  37.634277  27.801514  35.644531  0.000305  251.913391  0.000916 
125955 -2722.817240  180.971328  1.246948  341.216109  37.564087  37.631226  27.807617  35.632324  0.000305  251.800378  -0.000305 
125956 -2722.257220  180.971328  1.246338  337.843115  37.561035  37.631226  27.825928  35.632324  0.000305  251.828632  -0.001526 
125957 -2721.697200  180.971328  1.259766  334.447929  37.564087  37.631226  27.832031  35.632324  0.000610  251.828632  0.000305 
125958 -2721.137180  180.971328  1.288147  331.097126  37.551880  37.634277  27.828979  35.629272  -0.000305  251.828632  -0.000305 
125959 -2720.577160  180.971328  1.267395  327.701941  37.557983  37.628174  27.838135  35.635376  0.000305  251.800378  -0.001221 
125960 -2720.017140  180.971328  1.242981  324.450995  37.554932  37.637329  27.844238  35.641479  -0.000305  251.800378  0.000000 
125961 -2719.457120  180.971328  1.250610  321.011429  37.567139  37.622070  27.859497  35.638428  0.000000  251.743872  0.000305 
125962 -2718.897100  180.971328  1.278992  317.671720  37.557983  37.628174  27.850342  35.650635  0.000305  251.715619  -0.000305 
125963 -2718.337080  180.971328  1.245422  314.276535  37.557983  37.622070  27.871704  35.641479  -0.000305  251.687366  0.000916 
125964 -2717.777060  180.971328  1.226501  310.914636  37.557983  37.634277  27.880859  35.647583  -0.000610  251.814505  0.000610 
125965 -2717.217040  180.971328  1.230164  307.574928  37.561035  37.631226  27.896118  35.650635  -0.000305  251.772125  -0.000305 
125966 -2716.657020  180.971328  1.228027  304.179743  37.564087  37.637329  27.896118  35.641479  -0.000610  251.842758  -0.000305 
125967 -2716.097000  180.971328  1.248779  300.851130  37.567139  37.628174  27.920532  35.638428  0.000305  251.800378  -0.000610 
125968 -2715.536980  180.971328  1.257629  297.478135  37.557983  37.637329  27.929688  35.641479  -0.000305  251.757999  -0.001221 
125969 -2714.976960  180.971328  1.247864  294.116236  37.564087  37.631226  27.944946  35.632324  0.000610  251.786252  -0.000610 
125970 -2714.416940  180.971328  1.233826  290.732147  37.564087  37.637329  27.947998  35.641479  0.000000  251.772125  0.000000 
125971 -2713.856920  180.971328  1.235352  287.314771  37.567139  37.631226  27.972412  35.632324  0.000305  251.757999  0.000305 
125972 -2713.296900  180.971328  1.243896  284.008349  37.570190  37.631226  27.978516  35.635376  -0.000305  251.828632  0.000000 
125973 -2712.736880  180.971328  1.228333  280.590973  37.557983  37.637329  27.987671  35.632324  0.000610  251.814505  0.000916 
125974 -2712.176860  180.971328  1.218872  277.217978  37.564087  37.634277  28.009033  35.647583  -0.000305  251.927518  -0.000610 
125975 -2711.616840  180.971328  1.232300  273.833888  37.564087  37.634277  28.021240  35.641479  0.000000  251.856885  -0.000916 
125976 -2711.056820  180.971328  1.241760  270.449799  37.561035  37.643433  28.033447  35.641479  -0.000305  251.913391  0.000610 
125977 -2710.496800  180.971328  1.238708  267.132281  37.561035  37.625122  28.051758  35.632324  0.000000  251.828632  -0.000305 
125978 -2709.936780  180.971328  1.224060  263.726001  37.557983  37.640381  28.045654  35.653687  -0.000305  251.800378  -0.000916 
125979 -2709.376760  180.971328  1.222534  260.353006  37.561035  37.634277  28.063965  35.644531  0.000305  251.899265  -0.000305 
125980 -2708.816740  180.971328  1.212463  256.991107  37.564087  37.637329  28.067017  35.641479  -0.000610  251.913391  0.000000 
125981 -2708.256720  180.971328  1.219482  253.607017  37.567139  37.631226  28.073120  35.644531  0.000305  251.885138  -0.001526 
125982 -2707.696700  180.971328  1.221008  250.267309  37.561035  37.637329  28.067017  35.641479  -0.000610  251.955771  0.000305 
125983 -2707.136680  180.971328  1.224670  246.816647  37.564087  37.634277  28.073120  35.647583  -0.000305  251.941644  0.001221 
125984 -2706.576660  180.971328  1.230164  243.521320  37.561035  37.631226  28.070068  35.641479  -0.000610  251.899265  -0.000916 
125985 -2706.016640  180.971328  1.212158  240.115040  37.573242  37.631226  28.082275  35.635376  -0.000305  251.828632  -0.000305 
125986 -2705.456620  180.971328  1.223145  236.675473  37.573242  37.631226  28.079224  35.644531  0.000000  251.856885  0.000916 
125987 -2704.896600  180.971328  1.221924  233.313574  37.570190  37.634277  28.076172  35.647583  -0.000305  251.757999  -0.000916 
125988 -2704.336580  180.971328  1.225586  229.896198  37.573242  37.640381  28.070068  35.647583  -0.000305  251.743872  -0.000610 
125989 -2703.776560  180.971328  1.232910  226.567585  37.573242  37.634277  28.073120  35.650635  0.000305  251.715619  -0.000305 
125990 -2703.216540  180.971328  1.217957  223.161305  37.567139  37.637329  28.070068  35.641479  0.000000  251.729745  0.000916 
125991 -2702.656520  180.971328  1.215210  219.810501  37.570190  37.637329  28.079224  35.641479  -0.000305  251.673239  -0.001526 
125992 -2702.096500  180.971328  1.217346  216.404220  37.570190  37.640381  28.076172  35.656738  0.000000  251.630859  0.001221 
125993 -2701.536480  180.971328  1.241150  213.009035  37.567139  37.637329  28.079224  35.641479  -0.000305  251.517847  -0.000916 
125994 -2700.976460  180.971328  1.223450  209.735899  37.567139  37.649536  28.073120  35.647583  0.000000  251.517847  -0.001831 
125995 -2700.416440  180.971328  1.221924  206.374000  37.570190  37.637329  28.070068  35.638428  0.000610  251.574353  -0.000916 
125996 -2699.856420  180.971328  1.220398  202.956624  37.570190  37.637329  28.067017  35.647583  -0.000305  251.687366  -0.002747 
125997 -2699.296400  180.147143  1.216736  199.628011  37.564087  37.634277  28.054810  35.647583  0.000305  251.602606  -0.000305 
125998 -2698.736380  178.685587  1.204834  196.177349  37.573242  37.643433  28.063965  35.647583  -0.000305  251.630859  -0.001221 
125999 -2698.176360  177.366890  1.204224  192.837641  37.567139  37.646484  28.067017  35.629272  -0.000305  251.602606  0.000305 
126000 -2697.616340  176.092150  1.204224  189.398074  37.570190  37.640381  28.051758  35.662842  0.000000  251.644986  0.001221 
126001 -2697.056320  174.355866  1.203613  186.102748  37.570190  37.637329  28.042603  35.641479  -0.000305  251.588480  -0.002136 
126002 -2696.496300  173.322886  1.206665  182.751944  37.573242  37.637329  28.048706  35.647583  -0.000610  251.602606  0.000305 
126003 -2695.936280  171.806385  1.202698  179.401140  37.567139  37.634277  28.036499  35.653687  -0.000305  251.644986  0.000305 
126004 -2695.376260  170.729449  1.206360  176.028146  37.573242  37.646484  28.036499  35.656738  0.000000  251.630859  -0.000305 
126005 -2694.816240  169.037122  1.204224  172.555293  37.570190  37.634277  28.027344  35.653687  -0.000305  251.701492  -0.000610 
126006 -2694.256220  168.015132  1.203918  169.215585  37.576294  37.646484  28.012085  35.665894  0.000000  251.828632  0.000610 
126007 -2693.696200  166.839294  1.205139  165.831495  37.573242  37.631226  28.015137  35.644531  0.000305  251.715619  -0.000305 
126008 -2693.136180  165.026085  1.203918  162.469596  37.573242  37.646484  27.999878  35.656738  0.000305  251.701492  -0.002136 
126009 -2692.576160  164.113987  1.202393  159.185365  37.576294  37.634277  27.996826  35.647583  -0.000305  251.673239  0.000305 
126010 -2692.016140  163.004083  1.202698  155.657035  37.576294  37.637329  27.981567  35.650635  0.000610  251.673239  0.001526 
126011 -2691.456120  161.894180  1.200867  152.317327  37.573242  37.640381  27.984619  35.650635  0.000305  251.729745  -0.001526 
126012 -2690.896100  160.454603  1.203918  148.955428  37.579346  37.640381  27.975464  35.653687  -0.000610  251.757999  0.000000 
126013 -2690.336080  159.344700  1.201172  145.515861  37.576294  37.643433  27.969360  35.653687  -0.001526  251.701492  0.000000 
126014 -2689.776060  158.212818  1.202698  142.198343  37.573242  37.640381  27.963257  35.653687  -0.000305  251.743872  -0.000305 
126015 -2689.216040  156.905111  1.202393  138.780967  37.573242  37.637329  27.966309  35.644531  0.000610  251.659113  -0.000916 
126016 -2688.656020  155.696305  1.202087  135.396878  37.570190  37.643433  27.954102  35.647583  -0.000305  251.630859  0.000000 
126017 -2688.096000  155.058935  1.204834  132.034979  37.573242  37.649536  27.947998  35.641479  -0.000305  251.574353  -0.001221 
126018 -2687.535980  154.322663  1.202087  128.628698  37.573242  37.646484  27.935791  35.653687  -0.000305  251.673239  -0.000305 
126019 -2686.975960  153.520455  1.203308  125.300085  37.570190  37.643433  27.926636  35.647583  0.000000  251.588480  -0.002441 
126020 -2686.415940  152.366596  1.204834  121.805042  37.582397  37.646484  27.932739  35.656738  0.001831  251.616733  0.000305 
126021 -2685.855920  152.047910  1.204224  118.509715  37.576294  37.640381  27.920532  35.653687  -0.000305  251.588480  -0.000916 
126022 -2685.295900  151.575377  1.205139  115.125625  37.576294  37.649536  27.908325  35.650635  0.000000  251.602606  0.000610 
126023 -2684.735880  151.344605  1.204529  111.719345  37.570190  37.637329  27.902222  35.647583  -0.000610  251.574353  -0.000916 
126024 -2684.175860  151.102844  1.207886  108.390732  37.582397  37.646484  27.886963  35.665894  -0.000610  251.503720  0.000305 
126025 -2683.615840  150.619322  1.203918  104.973356  37.573242  37.646484  27.890015  35.653687  -0.000305  251.574353  -0.000916 
126026 -2683.055820  150.608333  1.203613  101.633647  37.582397  37.652588  27.868652  35.659790  -0.000305  251.630859  -0.000305 
