	file_name	filetime	filespan	frametime	framespan	N_frames	dtime
0	99_05_1820234490	73423.90		0.00		73423.90		9240.33		16500.00		0.00	
1	99_05_1822574423	82664.23		0.00		82664.23		18480.66		33000.00		0.00	
