	file_name	filetime	filespan	frametime	framespan	N_frames	dtime
0	99_05_1902003613	7236.13		0.00		7236.13		9240.33		16500.00		0.00	
1	99_05_1904343645	16476.45		0.00		16476.45		18480.66		33000.00		0.00	
2	99_05_1907083777	25716.77		0.00		25716.77		27720.99		49500.00		0.00	
3	99_05_1909423708	34957.08		0.00		34957.08		36961.32		66000.00		0.00	
4	99_05_1912163740	44197.40		0.00		44197.40		46201.65		82500.00		0.00	
5	99_05_1914503873	53437.73		0.00		53437.73		54570.03		97443.00		0.00	
