	file_name	filetime	filespan	frametime	framespan	N_frames	dtime
0	99_05_3021562648	78986.48		0.00		78986.48		9240.33		16500.00		0.00	
1	99_05_3100302782	1826.82		0.00		1826.82		9240.33		16500.00		0.00	
2	99_05_3103042713	11067.13		0.00		11067.13		9240.33		16500.00		0.00	
3	99_05_3105382745	20307.45		0.00		20307.45		9240.33		16500.00		0.00	
4	99_05_3108122876	29547.76		0.00		29547.76		9240.33		16500.00		0.00	
5	99_05_3110462807	38788.07		0.00		38788.07		9240.33		16500.00		0.00	
6	99_05_3113202839	48028.39		0.00		48028.39		6808.16		12157.00		0.00	
