    1   -6.020755    0.000215    2.984656  359.637749  356.290842    3.346907
    2   -6.020966    0.000221    2.330029  358.997916  355.665803    3.332113
    3   -6.021794    0.000142    1.697593  358.258324  354.819054    3.439269
    4   -6.021326    0.000360    0.976393  357.625887  354.275381    3.350506
    5   -6.019742    0.000251    0.410529  357.060023  353.709516    3.350506
    6   -6.020116    0.000211    3.206564  359.844863  356.483162    3.361701
    7   -6.021866    0.000263    2.540841  359.186537  355.832234    3.354304
    8   -6.018654    0.000211    2.052645  358.716833  355.381022    3.335812
    9   -6.021382    0.000222    1.442399  358.025321  354.608242    3.417079
   10   -6.022056    0.000178    0.654627  357.337407  354.020187    3.317220
   11   -6.018267    0.000277    0.144240  356.788186  353.432132    3.356054
   12   -6.020362    0.000186    2.851512  359.519399  356.187285    3.332113
   13   -6.021558    0.000260    2.252361  358.916550  355.580738    3.335811
   14   -6.021273    0.000294    1.642116  358.191751  354.741386    3.450365
   15   -6.019444    0.000215    1.031870  357.625887  354.219904    3.405983
   16   -6.018090    0.000218    0.421624  357.060023  353.698421    3.361602
   17   -6.019967    0.000269    3.239850  359.878149  356.516448    3.361701
   18   -6.019322    0.000189    2.618509  359.286396  355.954282    3.332113
   19   -6.020952    0.000171    1.997168  358.661356  355.325545    3.335812
   20   -6.020428    0.000166    1.375827  357.975392  354.574956    3.400436
   21   -6.021372    0.000213    0.765581  357.415075  354.064568    3.350506
   22   -6.021051    0.000155    0.177526  356.821472  353.465418    3.356054
   23   -6.020449    0.000271    2.929179  359.571177  356.213174    3.358002
   24   -6.020946    0.000297    2.341125  359.001615  355.662104    3.339510
   25   -6.019262    0.000407    1.697593  358.252776  354.807959    3.444817
   26   -6.020940    0.000181    1.098442  357.720198  354.341953    3.378244
   27   -6.020944    0.000147    0.499292  357.143238  353.787184    3.356054
   28   -6.020393    0.000149    3.273136  359.922531  356.571926    3.350605
   29   -6.018310    0.000166    2.784940  359.441731  356.098523    3.343209
   30   -6.016671    0.000210    2.330029  358.994217  355.658406    3.335812
   31   -6.022292    0.000138    1.675402  358.230585  354.785768    3.444817
   32   -6.020919    0.000166    0.987489  357.620340  354.253190    3.367149
   33   -6.021086    0.000331    0.355052  356.998998  353.642944    3.356054
   34   -6.018904    0.000321    3.151087  359.818974  356.486861    3.332113
   35   -6.019501    0.000321    2.596318  359.253110  355.909901    3.343208
   36   -6.021261    0.000228    1.919500  358.602181  355.284861    3.317319
