99_11_12	05275483	12	11	1999
99_11_12	08015515	12	11	1999
99_11_13	18433900	13	11	1999
99_11_13	21173933	13	11	1999
99_11_15	01114970	15	11	1999
99_11_15	03455002	15	11	1999
99_11_15	06195033	15	11	1999
99_11_15	08535065	15	11	1999
99_11_15	11275097	15	11	1999
99_11_15	14015130	15	11	1999
99_11_16	01185243	16	11	1999
99_11_16	03525275	16	11	1999
99_11_16	06265307	16	11	1999
99_11_16	21161905	16	11	1999
99_11_17	00022852	17	11	1999
99_11_17	02353654	17	11	1999
99_11_17	05093686	17	11	1999
99_11_17	07433718	17	11	1999
99_11_17	10332756	17	11	1999
99_11_17	13084013	17	11	1999
99_11_17	21130530	17	11	1999
99_11_18	00104523	18	11	1999
99_11_18	02435016	18	11	1999
99_11_18	05175048	18	11	1999
99_11_18	07515079	18	11	1999
99_11_18	10255111	18	11	1999
99_11_18	12595143	18	11	1999
99_11_18	22163407	18	11	1999
99_11_19	00503439	19	11	1999
99_11_19	03243471	19	11	1999
99_11_19	05583502	19	11	1999
99_11_19	08323533	19	11	1999
99_11_19	11093543	19	11	1999
99_11_19	13424030	19	11	1999
99_11_25	01532343	25	11	1999
99_11_25	04272375	25	11	1999
99_11_25	07012407	25	11	1999
99_11_25	09352439	25	11	1999
99_11_26	05503947	26	11	1999
99_11_26	08243979	26	11	1999
99_11_26	10584012	26	11	1999
