21639 73424.460  141.872  1.295  27.228  33.670  34.763  19.077  28.647  -0.000  24.617  0.000 
21640 73425.020  139.861  1.293  23.888  33.661  34.772  19.077  28.659  -0.000  24.602  -0.001 
21641 73425.580  138.004  1.293  20.471  33.670  34.763  19.070  28.653  0.001  24.602  0.000 
21642 73426.140  136.224  1.295  17.109  33.661  34.769  19.080  28.647  0.002  24.588  -0.001 
21643 73426.700  134.103  1.298  13.747  33.658  34.756  19.077  28.665  -0.000  24.617  -0.000 
21644 73427.260  133.432  1.299  10.363  33.664  34.772  19.080  28.656  0.002  24.447  0.000 
21645 73427.820  133.180  1.301  7.034  33.661  34.763  19.077  28.650  0.004  24.546  -0.001 
21646 73428.380  133.224  1.297  3.606  33.661  34.772  19.080  28.659  0.005  24.617  0.000 
21647 73428.940  133.421  1.295  0.277  33.664  34.769  19.077  28.647  -0.000  24.588  -0.001 
21648 73429.500  180.971  1.300  277.595  33.658  34.769  19.070  28.653  0.005  24.659  0.001 
21649 73430.060  180.971  1.311  353.554  33.661  34.763  19.077  28.647  0.000  24.617  0.000 
21650 73430.620  180.971  1.329  350.292  33.655  34.769  19.070  28.653  0.005  24.631  0.000 
21651 73431.180  180.971  1.333  346.908  33.661  34.763  19.070  28.650  -0.011  24.758  0.001 
21652 73431.740  180.971  1.321  343.557  33.661  34.772  19.086  28.659  0.000  24.617  -0.002 
21653 73432.300  180.971  1.308  340.240  33.658  34.775  19.073  28.650  0.005  24.617  0.000 
21654 73432.860  180.971  1.313  336.789  33.670  34.766  19.080  28.653  -0.000  24.631  0.000 
21655 73433.420  180.971  1.321  333.449  33.661  34.775  19.077  28.650  0.000  24.602  0.001 
21656 73433.980  180.971  1.329  330.076  33.670  34.766  19.077  28.653  0.000  24.617  0.000 
21657 73434.540  180.971  1.304  326.726  33.667  34.772  19.083  28.656  0.002  24.631  -0.001 
21658 73435.100  180.971  1.295  323.375  33.664  34.769  19.073  28.650  -0.001  24.645  0.001 
21659 73435.660  180.971  1.308  319.968  33.670  34.763  19.080  28.647  -0.000  24.631  -0.001 
21660 73436.220  180.971  1.378  316.618  33.664  34.769  19.073  28.656  0.001  24.631  -0.000 
