        filename       filetime  filespan frametime framespan N_frames    dtime
  1 99_06_0419522935   71549.35      0.00  71549.35   9240.33   16500   0.000000
  2 99_06_0422301928   81019.29   9469.94  81019.29   9469.94   16910  -0.000862
  3 99_06_0501032416    3804.16   9184.87   3804.18   9240.33   16500  -0.016270
  4 99_06_0503372448   13044.48   9240.32  13044.51   9240.33   16500  -0.025859
  5 99_06_0506112481   22284.81   9240.33  22284.84   9240.33   16500  -0.025937
  6 99_06_0508452513   31525.13   9240.32  31525.17   9240.33   16500  -0.036016
  7 99_06_0511192541   40765.41   9240.28  40765.50   9240.33   16500  -0.086094
  8 99_06_0513532573   50005.73   9240.32  50005.83   6339.43   11320  -0.098125
  1 99_06_0419522935   71549.31      0.00  71549.35   9240.33   16500  -0.036145
  2 99_06_0422301925   81019.25   9469.94  81019.25   9469.94   16910   0.002055
  3 99_06_0501032416    3804.16   9184.91   3804.14   9240.33   16500   0.019863
  4 99_06_0503372448   13044.48   9240.32  13044.47   9240.33   16500   0.010273
  5 99_06_0506112481   22284.81   9240.33  22284.80   9240.33   16500   0.009219
  6 99_06_0508452513   31525.13   9240.32  31525.13   9240.33   16500  -0.000859
  7 99_06_0511192541   40765.41   9240.28  40765.46   9240.33   16500  -0.050937
  8 99_06_0513532573   50005.73   9240.32  50005.79   6339.43   11320  -0.059062
  1 99_06_0419522935   71549.30      0.00  71549.35   9240.33   16500  -0.049345
  2 99_06_0422301923   81019.24   9469.94  81019.24   9469.94   16910  -0.003332
  3 99_06_0501032416    3804.16   9184.92   3804.13   9240.33   16500   0.033047
  4 99_06_0503372448   13044.48   9240.32  13044.46   9240.33   16500   0.022969
  5 99_06_0506112481   22284.81   9240.33  22284.79   9240.33   16500   0.022891
  6 99_06_0508452513   31525.13   9240.32  31525.12   9240.33   16500   0.012813
  7 99_06_0511192541   40765.41   9240.28  40765.45   9240.33   16500  -0.035312
  8 99_06_0513532573   50005.73   9240.32  50005.78   6339.43   11320  -0.047344
  1 99_06_0419522935   71549.30      0.00  71549.35   9240.33   16500  -0.054797
  2 99_06_0422301923   81019.23   9469.94  81019.23   9469.94   16910  -0.000972
  3 99_06_0501032416    3804.16   9184.93   3804.12   9240.33   16500   0.038662
  4 99_06_0503372448   13044.48   9240.32  13044.45   9240.33   16500   0.028828
  5 99_06_0506112481   22284.81   9240.33  22284.78   9240.33   16500   0.028750
  6 99_06_0508452513   31525.13   9240.32  31525.11   9240.33   16500   0.018672
  7 99_06_0511192541   40765.41   9240.28  40765.44   9240.33   16500  -0.031406
  8 99_06_0513532573   50005.73   9240.32  50005.77   6339.43   11320  -0.039531
  1 99_06_0419522935   71549.29      0.00  71549.35   9240.33   16500  -0.056271
  2 99_06_0422301923   81019.23   9469.94  81019.23   9469.94   16910  -0.002446
  3 99_06_0501032416    3804.16   9184.93   3804.12   9240.33   16500   0.040127
  4 99_06_0503372448   13044.48   9240.32  13044.45   9240.33   16500   0.029805
  5 99_06_0506112481   22284.81   9240.33  22284.78   9240.33   16500   0.030703
  6 99_06_0508452513   31525.13   9240.32  31525.11   9240.33   16500   0.020625
  7 99_06_0511192541   40765.41   9240.28  40765.44   9240.33   16500  -0.031406
  8 99_06_0513532573   50005.73   9240.32  50005.77   6339.43   11320  -0.039531
  1 99_06_0419522935   71549.29      0.00  71549.35   9240.33   16500  -0.057320
  2 99_06_0422301923   81019.23   9469.94  81019.23   9469.94   16910  -0.003495
  3 99_06_0501032416    3804.16   9184.93   3804.12   9240.33   16500   0.041104
  4 99_06_0503372448   13044.48   9240.32  13044.45   9240.33   16500   0.030781
  5 99_06_0506112481   22284.81   9240.33  22284.78   9240.33   16500   0.030703
  6 99_06_0508452513   31525.13   9240.32  31525.11   9240.33   16500   0.020625
  7 99_06_0511192541   40765.41   9240.28  40765.44   9240.33   16500  -0.027500
  8 99_06_0513532573   50005.73   9240.32  50005.77   6339.43   11320  -0.039531
  1 99_06_0419522935   71549.29      0.00  71549.35   9240.33   16500  -0.057899
  2 99_06_0422301923   81019.23   9469.94  81019.23   9469.94   16910   0.003738
  3 99_06_0501032416    3804.16   9184.93   3804.12   9240.33   16500   0.041592
  4 99_06_0503372448   13044.48   9240.32  13044.45   9240.33   16500   0.031758
  5 99_06_0506112481   22284.81   9240.33  22284.78   9240.33   16500   0.030703
  6 99_06_0508452513   31525.13   9240.32  31525.11   9240.33   16500   0.022578
  7 99_06_0511192541   40765.41   9240.28  40765.44   9240.33   16500  -0.027500
  8 99_06_0513532573   50005.73   9240.32  50005.77   6339.43   11320  -0.039531
