   offset   mdtime  sdtime  iteration
  0.00000 -0.02729 0.03047  1
 -0.02729 -0.00775 0.02929  2
 -0.03504 -0.00216 0.03153  3
 -0.03721 -0.00078 0.03220  4
 -0.03799 -0.00007 0.03286  5
 -0.03806 -0.00008 0.03287  6
