  73981 26986.21  158.58  1.282349  46.245530 33.3893 34.8602 17.7399 27.5879  0.001  27.4561 -0.000
  73982 26986.77  157.36  1.281433  42.894727 33.3801 34.8602 17.7368 27.5940  0.001  27.5125  0.000
  73983 26987.33  155.78  1.282043  39.510637 33.3862 34.8541 17.7460 27.5940  0.001  27.5267  0.001
  73984 26987.89  154.31  1.281738  36.115451 33.3862 34.8541 17.7460 27.5879  0.000  27.4843 -0.000
  73985 26988.45  152.17  1.281738  32.809029 33.3954 34.8572 17.7307 27.6001  0.000  27.5408  0.000
  73986 26989.01  150.63  1.281738  29.358367 33.3893 34.8450 17.7399 27.5940  0.000  27.5408 -0.001
  73987 26989.57  148.93  1.282043  26.029754 33.3771 34.8541 17.7368 27.5909 -0.001  27.5267 -0.001
  73988 26990.13  147.03  1.282959  22.634569 33.3893 34.8511 17.7277 27.5940  0.002  27.5408 -0.001
  73989 26990.69  145.33  1.282654  19.261574 33.3862 34.8450 17.7429 27.5970  0.000  27.5125  0.000
  73990 26991.25  143.45  1.283875  15.944056 33.3801 34.8602 17.7429 27.5879 -0.004  27.4843 -0.001
  73991 26991.81  141.60  1.286926  12.548871 33.3862 34.8541 17.7490 27.5940  0.000  27.5408  0.001
  73992 26992.37  140.75  1.288452   9.164781 33.3862 34.8450 17.7399 27.5879  0.006  27.4843 -0.000
  73993 26992.93  141.07  1.287537   5.825073 33.3801 34.8541 17.7399 27.5909 -0.000  27.6256  0.000
  73994 26993.49  141.22  1.284485   2.396601 33.3862 34.8511 17.7429 27.5909  0.000  27.4843 -0.000
  73995 26994.05  165.22  1.284180  97.406313 33.3893 34.8480 17.7338 27.5909 -0.000  27.5267 -0.001
  73996 26994.61  180.97  1.292419 352.744219 33.3832 34.8572 17.7338 27.5909  0.000  27.4843  0.000
  73997 26995.17  180.97  1.300659 352.278213 33.3923 34.8572 17.7368 27.5970 -0.002  27.5408  0.001
  73998 26995.73  180.97  1.316223 348.982886 33.3862 34.8541 17.7429 27.5879  0.004  27.5267 -0.001
  73999 26996.29  180.97  1.313171 345.620987 33.3893 34.8541 17.7521 27.5970 -0.000  27.5267  0.000
  74000 26996.85  180.97  1.299133 342.259088 33.3862 34.8511 17.7399 27.6001 -0.012  27.4984 -0.001
  74001 26997.41  180.97  1.294250 338.886093 33.3832 34.8572 17.7307 27.5970  0.001  27.4843  0.000
  74002 26997.97  180.97  1.300049 335.513098 33.3923 34.8602 17.7368 27.5879  0.004  27.5125  0.001
  74003 26998.53  180.97  1.314087 332.151199 33.3954 34.8541 17.7460 27.5940 -0.001  27.5267 -0.001
  74004 26999.09  180.97  1.308899 328.789300 33.3801 34.8541 17.7429 27.5879  0.002  27.4702 -0.000
  74005 26999.65  180.97  1.287231 325.438496 33.3954 34.8511 17.7338 27.6031  0.002  27.5125  0.000
  74006 27000.21  180.97  1.284180 322.032216 33.3893 34.8480 17.7338 27.5879  0.000  27.5125 -0.000
  74007 27000.77  180.97  1.282654 318.714698 33.3832 34.8511 17.7368 27.5940 -0.004  27.5125  0.000
  74008 27001.33  180.97  1.286926 315.363894 33.3832 34.8511 17.7368 27.6031  0.006  27.5267  0.000
  74009 27001.89  180.97  1.285095 311.946518 33.3832 34.8480 17.7368 27.5909 -0.006  27.4984 -0.001
  74010 27002.45  180.97  1.288452 308.617905 33.3862 34.8511 17.7429 27.6001  0.003  27.5125  0.001
  74011 27003.01  180.97  1.287537 305.178338 33.3862 34.8419 17.7460 27.5940  0.000  27.5549  0.000
  74012 27003.57  180.97  1.283569 301.838630 33.3832 34.8602 17.7399 27.5909  0.005  27.5267 -0.001
  74013 27004.13  180.97  1.289062 298.487826 33.3893 34.8602 17.7246 27.5940  0.004  27.5125 -0.000
  74014 27004.69  180.97  1.284485 295.059355 33.3893 34.8541 17.7277 27.5909  0.001  27.4702 -0.000
  74015 27005.25  180.97  1.284485 291.730742 33.3862 34.8541 17.7429 27.5848  0.003  27.4984  0.000
  74016 27005.81  180.97  1.287842 288.357747 33.3923 34.8541 17.7399 27.5940  0.000  27.5267 -0.001
  74017 27006.37  180.97  1.296387 284.951466 33.3923 34.8541 17.7460 27.5879  0.003  27.4984 -0.000
  74018 27006.93  180.97  1.293030 281.633949 33.3862 34.8602 17.7429 27.5879 -0.000  27.4843 -0.001
  74019 27007.49  180.97  1.285095 278.216573 33.3893 34.8511 17.7368 27.5970 -0.000  27.5408  0.001
  74020 27008.05  180.97  1.295471 274.854674 33.3862 34.8511 17.7490 27.5940  0.000  27.5125  0.001
  74021 27008.61  180.97  1.307373 271.503870 33.3832 34.8511 17.7368 27.5879 -0.000  27.5267 -0.001
  74022 27009.17  180.97  1.303101 268.119780 33.3893 34.8541 17.7368 27.5970  0.003  27.5549 -0.000
  74023 27009.73  180.97  1.291504 264.780071 33.3832 34.8511 17.7307 27.5940 -0.005  27.4702  0.000
  74024 27010.29  180.97  1.294556 261.407077 33.3862 34.8602 17.7368 27.5909 -0.001  27.4419 -0.001
