   offset   mdtime  sdtime  iteration
  0.00000 -0.01326 0.01767  1
 -0.01326 -0.00150 0.01755  2
 -0.01476 -0.00120 0.01803  3
 -0.01596 -0.00042 0.01801  4
 -0.01638 -0.00010 0.01829  5
 -0.01648 -0.00011 0.01830  6
