   offset   mdtime  sdtime  iteration
  0.00000 -0.03151 0.03014  1
 -0.03151 -0.01581 0.02052  2
 -0.04732 -0.00806 0.02626  3
 -0.05537 -0.00358 0.03053  4
 -0.05895 -0.00217 0.03337  5
 -0.06112 -0.00127 0.03453  6
 -0.06239 -0.00055 0.03545  7
 -0.06294 -0.00024 0.03606  8
 -0.06318 -0.00032 0.03614  9
