    T1      sT      dT1     T2      sT2     dT2     T3      sT3     dT3     T4      sT4     dT4     rate
 33.9940  0.0170  0.1129 34.7183  0.0047  0.0366 20.3132  0.1158  0.6577 29.8465  0.0258  0.1328 0.3999_11_2501532343
 33.6731  0.0308  0.1541 34.6914  0.0055  0.0412 19.0353  0.0614  0.3433 29.1549  0.1107  0.4562 0.3999_11_2504272375
 33.5804  0.0311  0.1968 34.6674  0.0028  0.0320 19.1331  0.2932  1.4297 28.6210  0.0367  0.1694 0.3999_11_2507012407
 35.2614  0.5227  2.0630 35.3914  0.4178  1.5778 26.1083  1.3289  4.9576 30.6177  0.5982  2.2934 0.4599_11_2509352439
