        filename       filetime  filespan frametime framespan N_frames    dtime
  1 99_11_1501114970    4309.70      0.00   4309.70   9240.33   16500   0.000000
  2 99_11_1503455002   13550.02   9240.32  13550.03   9240.33   16500  -0.010273
  3 99_11_1506195033   22790.33   9240.31  22790.36   9240.33   16500  -0.029375
  4 99_11_1508535065   32030.65   9240.32  32030.69   9240.33   16500  -0.039453
  5 99_11_1511275097   41270.97   9240.32  41271.02   9240.33   16500  -0.049531
  6 99_11_1514015130   50511.30   9240.33  50511.35   6290.14   11232  -0.051562
  1 99_11_1501114970    4309.67      0.00   4309.70   9240.33   16500  -0.030033
  2 99_11_1503455002   13550.02   9240.35  13550.00   9240.33   16500   0.020000
  3 99_11_1506195033   22790.33   9240.31  22790.33   9240.33   16500  -0.000078
  4 99_11_1508535065   32030.65   9240.32  32030.66   9240.33   16500  -0.010156
  5 99_11_1511275097   41270.97   9240.32  41270.99   9240.33   16500  -0.018281
  6 99_11_1514015130   50511.30   9240.33  50511.32   6290.14   11232  -0.020312
  1 99_11_1501114970    4309.66      0.00   4309.70   9240.33   16500  -0.039843
  2 99_11_1503455002   13550.02   9240.36  13549.99   9240.33   16500   0.029766
  3 99_11_1506195033   22790.33   9240.31  22790.32   9240.33   16500   0.009688
  4 99_11_1508535065   32030.65   9240.32  32030.65   9240.33   16500  -0.000391
  5 99_11_1511275097   41270.97   9240.32  41270.98   9240.33   16500  -0.010469
  6 99_11_1514015130   50511.30   9240.33  50511.31   6290.14   11232  -0.008594
  1 99_11_1501114970    4309.66      0.00   4309.70   9240.33   16500  -0.043150
  2 99_11_1503455002   13550.02   9240.36  13549.99   9240.33   16500   0.032695
  3 99_11_1506195033   22790.33   9240.31  22790.32   9240.33   16500   0.013594
  4 99_11_1508535065   32030.65   9240.32  32030.65   9240.33   16500   0.003516
  5 99_11_1511275097   41270.97   9240.32  41270.98   9240.33   16500  -0.006562
  6 99_11_1514015130   50511.30   9240.33  50511.31   6290.14   11232  -0.008594
  1 99_11_1501114970    4309.66      0.00   4309.70   9240.33   16500  -0.044567
  2 99_11_1503455002   13550.02   9240.36  13549.99   9240.33   16500   0.034648
  3 99_11_1506195033   22790.33   9240.31  22790.32   9240.33   16500   0.013594
  4 99_11_1508535065   32030.65   9240.32  32030.64   9240.33   16500   0.005469
  5 99_11_1511275097   41270.97   9240.32  41270.98   9240.33   16500  -0.006562
  6 99_11_1514015130   50511.30   9240.33  50511.30   6290.14   11232  -0.004687
  1 99_11_1501114970    4309.66      0.00   4309.70   9240.33   16500  -0.044918
  2 99_11_1503455002   13550.02   9240.36  13549.99   9240.33   16500   0.034648
  3 99_11_1506195033   22790.33   9240.31  22790.31   9240.33   16500   0.015547
  4 99_11_1508535065   32030.65   9240.32  32030.64   9240.33   16500   0.005469
  5 99_11_1511275097   41270.97   9240.32  41270.98   9240.33   16500  -0.006562
  6 99_11_1514015130   50511.30   9240.33  50511.30   6290.14   11232  -0.004687
  1 99_11_1501114970    4309.65      0.00   4309.70   9240.33   16500  -0.045002
  2 99_11_1503455002   13550.02   9240.37  13549.99   9240.33   16500   0.034648
  3 99_11_1506195033   22790.33   9240.31  22790.31   9240.33   16500   0.015547
  4 99_11_1508535065   32030.65   9240.32  32030.64   9240.33   16500   0.005469
  5 99_11_1511275097   41270.97   9240.32  41270.98   9240.33   16500  -0.006562
  6 99_11_1514015130   50511.30   9240.33  50511.30   6290.14   11232  -0.004687
