   offset   mdtime  sdtime  iteration
  0.00000 -0.03003 0.02110  1
 -0.03003 -0.00981 0.01775  2
 -0.03984 -0.00331 0.02317  3
 -0.04315 -0.00142 0.02543  4
 -0.04457 -0.00035 0.02633  5
 -0.04492 -0.00008 0.02666  6
 -0.04500 -0.00010 0.02669  7
