   offset   mdtime  sdtime  iteration
  0.00000 -0.01537 0.01366  1
 -0.01537 -0.00750 0.01045  2
 -0.02287 -0.00375 0.01540  3
 -0.02662 -0.00176 0.01870  4
 -0.02838 -0.00074 0.02004  5
 -0.02912 -0.00019 0.02097  6
 -0.02931 -0.00024 0.02106  7
