   offset   mdtime  sdtime  iteration
  0.00000 -0.00401 0.00538  1
 -0.00401 -0.00168 0.00506  2
 -0.00569 -0.00104 0.00570  3
 -0.00674 -0.00008 0.00673  4
 -0.00682 -0.00010 0.00675  5
