   offset   mdtime  sdtime  iteration
  0.00000 -0.00987 0.00992  1
 -0.00987 -0.00665 0.00576  2
 -0.01652 -0.00463 0.01168  3
 -0.02115 -0.00292 0.01643  4
 -0.02408 -0.00227 0.01955  5
 -0.02635 -0.00140 0.02230  6
 -0.02775 -0.00089 0.02380  7
 -0.02864 -0.00021 0.02504  8
 -0.02884 -0.00028 0.02515  9
