        filename       filetime  filespan frametime framespan N_frames    dtime
  1 99_05_2314380196   52681.96      0.00  52681.96   9240.33   16500   0.000000
  2 99_05_2317120230   61922.30   9240.34  61922.29   9240.33   16500   0.010938
  3 99_05_2319460264   71162.64   9240.34  71162.62   9240.33   16500   0.022812
  4 99_05_2322200297   80402.97   9240.33  80402.95   9240.33   16500   0.016875
  5 99_05_2400540329    3243.29   9240.32   3243.28   9240.33   16500   0.009971
  6 99_05_2403280360   12483.60   9240.31  12483.61   9240.33   16500  -0.010352
  7 99_05_2406020392   21723.92   9240.32  21723.94   9240.33   16500  -0.019453
  8 99_05_2408360423   30964.23   9240.31  30964.27   9240.33   16500  -0.039531
  9 99_05_2411100454   40204.54   9240.31  40204.60   9240.33   16500  -0.061562
 10 99_05_2413440487   49444.87   9240.33  49444.93   5577.24    9959  -0.059687
  1 99_05_2314380196   52681.95      0.00  52681.96   9240.33   16500  -0.012999
  2 99_05_2317120230   61922.30   9240.35  61922.28   9240.33   16500   0.022656
  3 99_05_2319460264   71162.64   9240.34  71162.61   9240.33   16500   0.030625
  4 99_05_2322200297   80402.97   9240.33  80402.94   9240.33   16500   0.032500
  5 99_05_2400540329    3243.29   9240.32   3243.27   9240.33   16500   0.022910
  6 99_05_2403280360   12483.60   9240.31  12483.60   9240.33   16500   0.003320
  7 99_05_2406020392   21723.92   9240.32  21723.93   9240.33   16500  -0.007734
  8 99_05_2408360423   30964.23   9240.31  30964.26   9240.33   16500  -0.027813
  9 99_05_2411100454   40204.54   9240.31  40204.59   9240.33   16500  -0.045937
 10 99_05_2413440487   49444.87   9240.33  49444.92   5577.24    9959  -0.047969
  1 99_05_2314380196   52681.94      0.00  52681.96   9240.33   16500  -0.016043
  2 99_05_2317120230   61922.30   9240.36  61922.27   9240.33   16500   0.026563
  3 99_05_2319460264   71162.64   9240.34  71162.60   9240.33   16500   0.038437
  4 99_05_2322200297   80402.97   9240.33  80402.94   9240.33   16500   0.032500
  5 99_05_2400540329    3243.29   9240.32   3243.26   9240.33   16500   0.026084
  6 99_05_2403280360   12483.60   9240.31  12483.59   9240.33   16500   0.006250
  7 99_05_2406020392   21723.92   9240.32  21723.92   9240.33   16500  -0.003828
  8 99_05_2408360423   30964.23   9240.31  30964.25   9240.33   16500  -0.023906
  9 99_05_2411100454   40204.54   9240.31  40204.58   9240.33   16500  -0.042031
 10 99_05_2413440487   49444.87   9240.33  49444.91   5577.24    9959  -0.044062
  1 99_05_2314380196   52681.94      0.00  52681.96   9240.33   16500  -0.016047
  2 99_05_2317120230   61922.30   9240.36  61922.27   9240.33   16500   0.026563
  3 99_05_2319460264   71162.64   9240.34  71162.60   9240.33   16500   0.038437
  4 99_05_2322200297   80402.97   9240.33  80402.94   9240.33   16500   0.032500
  5 99_05_2400540329    3243.29   9240.32   3243.26   9240.33   16500   0.026084
  6 99_05_2403280360   12483.60   9240.31  12483.59   9240.33   16500   0.006250
  7 99_05_2406020392   21723.92   9240.32  21723.92   9240.33   16500  -0.003828
  8 99_05_2408360423   30964.23   9240.31  30964.25   9240.33   16500  -0.023906
  9 99_05_2411100454   40204.54   9240.31  40204.58   9240.33   16500  -0.042031
 10 99_05_2413440487   49444.87   9240.33  49444.91   5577.24    9959  -0.044062
