   offset   mdtime  sdtime  iteration
  0.00000 -0.14426 0.11696  1
 -0.14426 -0.03893 0.08994  2
 -0.18319 -0.01056 0.09352  3
 -0.19375 -0.00406 0.09497  4
 -0.19781 -0.00016 0.09641  5
 -0.19797 -0.00014 0.09641  6
 -0.19811 -0.00017 0.09642  7
